sentence	label	category	augmented
Easy read and good background information about the Wind River reservation.	1	Kindle_Store	False
It's very versatile and easy to use.	1	Grocery_and_Gourmet_Food	False
A shame as humidifier has been terrific for some years now.	0	Appliances	False
(BAD Amazon order fufillers sending an obviously opened and non-functioning product)  I have had my Shine for about a week...	0	Sports_and_Outdoors	False
Douglas also feels very soft and is nice in the hands.	1	Toys_and_Games	False
It does not leak, and it easily disassembles for cleaning.	1	Sports_and_Outdoors	False
It wasn't clear what the difference between the two is and secure connection is limited to 200mb a day unless you pay extra to remove the limitation.	1	Software	False
In my opinion, worth the price.	1	Amazon_Fashion	False
This product arrived the day after purchase despite me living in a rural area so kudos for that!	1	Tools_and_Home_Improvement	False
In its current design, I hate it.	0	Health_and_Personal_Care	False
In addition to the price, the fact that it stings if one accidentally gets suds in their eye is also a negative.	0	All_Beauty	False
The Arishine Magnetic Eyeliner is waterproof and smudge resistant.	1	Beauty_and_Personal_Care	False
Much better than the lifting straps I had before.	1	Sports_and_Outdoors	False
Unfortunately, my son had an experience with fire ants when he was 7 years old which he never forgot and said that the feeling taking this Met-Rx rivaled that feeling he had years ago (when he did go to the hospital).	0	Health_and_Household	False
But they slip off too easy.	0	Clothing_Shoes_and_Jewelry	False
I put it on every morning.	1	Beauty_and_Personal_Care	False
I was on the fence for a while with these loved the prints ( LOVED) but was unsure how well they might actually be &#34;working&#34;  well that is until my daughter pooped at the pool and I had no idea because of these magic things- held it all in!	1	Baby_Products	False
And because they are in a case they are easy to find.	1	Beauty_and_Personal_Care	False
The point this bad boy gives your pencils turns them into literal spears...the lead point is so long!	1	Office_Products	False
I have an expensive one at home and needed something smaller and less money for work and for when I travel.	1	Health_and_Personal_Care	False
Listening to Isabel tell Rigo goodbye was one of the most beautiful things I've heard.	1	Movies_and_TV	False
I had high hopes for these cute clips, but unfortunately they are a no go for me.	0	All_Beauty	False
Incredibly cheap and ‘glass’ portion is not even clear!	0	Health_and_Household	False
Idk if they were damaged in shipping or what, but the lenses were loose or something.	0	Electronics	False
And I don’t mean refresh your knowledge- I mean enrich, because much of what you read here is going to involve historical facts you likely never heard before.	1	Magazine_Subscriptions	False
This thing was garbage and a waste of money.	0	Sports_and_Outdoors	False
Cheapest earring I’ve ever had almost looks plastic	0	Handmade_Products	False
There are buttons for speed dial - I don't use them.	0	Office_Products	False
The joysticks is the main issues.	0	Video_Games	False
Five stars for the casual fan, four stars for the rest of us.	1	Digital_Music	False
i enjoyed it  but then it was getting dragged out  like  ... enough already  suspense is one thing .. boredom is another	1	Kindle_Store	False
We were looking for a case and thought that's what we were getting.	0	Cell_Phones_and_Accessories	False
Since the guitar couldn't be played as-is, we returned it as a defective item to Amazon.	0	Musical_Instruments	False
Comes with a removable inner lining.	1	Electronics	False
Turns out my machine wouldn't take the &#34;manual&#34; cup - so I gave the cup and this piece with it away.	1	Appliances	False
Perhaps better for someone with nimbler, thinner fingers and ear lobes.	0	Handmade_Products	False
The breaks and solos by both Manne and Gomez are masterful.<br /><br />This album was recorded for Verve in a single October 4, 1966 session at Rudy van Gelder's Englewood Cliffs, NJ studio.	1	Digital_Music	False
Why do you need a tool to hang one picture?	0	Unknown	False
Good for single ladies who want a double-take!	1	Unknown	False
This is full of short comments from senders, very little photos or reflections from our past and nothing to sit and show my kids that this was my life.	0	Magazine_Subscriptions	False
She says that they do improve the arch support, but she would prefer one with extra cushion support in the heel and other areas, too.	1	Health_and_Personal_Care	False
I am not very skilled in a garden so I need a publication that respects my limited abilities.	1	Magazine_Subscriptions	False
Although the bandana is nice, it is nothing I will use.	0	Amazon_Fashion	False
Highly recommend using a how to video when replacing your screen.	1	Cell_Phones_and_Accessories	False
I'm sure they eventually dissolve but not right away.<br /><br />You must know...	0	Health_and_Personal_Care	False
This does the job all around smell,sweat,and long lasting.	1	Beauty_and_Personal_Care	False
They give you an email to contact them before leaving negative feedback, problem is they never answer any of their emails.	0	Industrial_and_Scientific	False
Just a bit tight, but o.k.	1	All_Beauty	False
The travel tube is very handy.	1	Health_and_Personal_Care	False
Boy was I surprised when I got their response.	0	Patio_Lawn_and_Garden	False
If they say it's not (too much mic for a small amp, etc), I will come back here and change my review.	0	Musical_Instruments	False
I bought this specifically so yhst when my adorable grandkids walk my dogs and theirs they don’t drag our other very expensive 6 foot long leashes o.	1	Tools_and_Home_Improvement	False
Get one, you won't regret it!	1	Office_Products	False
The entire book just seems off.	0	Books	False
I use them for anything that can handle the steel.	1	Industrial_and_Scientific	False
Not sure what is going on?	0	Gift_Cards	False
My skepticism was quickly diminished after trying this for just a few days.	1	All_Beauty	False
No matter the area the ugliness of human nature always rests it's hard and we need warriors to stand in the gap till Jesus comes.	1	Books	False
If you are looking for spectacular sonics or selections fairly well-known outside serious classical music circles, look elsewhere.	0	Digital_Music	False
This is a great hair straightener.	1	All_Beauty	False
Do you really not see how self absorbed you are?	0	Movies_and_TV	False
The screen protector is complicated to put on, but if you follow the instructions EXACTLY it is easy and works perfectly.	1	Cell_Phones_and_Accessories	False
I've worn this for 3 days, I'm a little disappointed the black paint had already started to chip off.	0	All_Beauty	False
The other thing that is really annoying... the handset does NOT sit properly in the phone set.	0	Office_Products	False
My solution to this was that I hung a small jewelry pouch from the valet and stored those earrings inside the pouch.	1	Home_and_Kitchen	False
I have used it several times over the passed couple of years.	1	Automotive	False
Won’t loose the games  put it in box to safe !	1	Video_Games	False
He's a big man and likes a relaxed fit so I was happy to see that plus sizes were offered at such a good price.	1	Subscription_Boxes	False
You just insert it into the soil and watch the needle move.	1	Patio_Lawn_and_Garden	False
Yes, I can see the same TV show schedule right on the TV but I like having the paper magazine by my side to check out the schedule and I especially LOVE to read the articles and look over the TV show rating results.	1	Magazine_Subscriptions	False
There is no obvious signs on the box, but it is really bad.	0	Musical_Instruments	False
Spacing between the letters were way off, which made it look weird.	0	Handmade_Products	False
"(1960), ""Something for Everybody"" (1961), ""Pot Luck"" (1962), plus the ""His Hand in Mine"" gospel album (released at Christmas, 1960 and a steady catalog seller), were all well received best-sellers."	1	Digital_Music	False
Less like a traditional baseball hat, more like a brim with a stretchy fabric that goes around your head.	1	Clothing_Shoes_and_Jewelry	False
I bought this mouse with the thought that it was going to be a wireless mouse.	0	Video_Games	False
In the mean time, I'll skip buying Jennifer Weiner books.	0	Kindle_Store	False
We've ordered and used several tests - they're all about the same.	1	Industrial_and_Scientific	False
What is not to love about this???	1	Gift_Cards	False
If there was more editing done, I'd give it 4 stars.	0	Kindle_Store	False
I pried out the bell and gave it to the dog.	0	Toys_and_Games	False
The one thing I will note is that the mini clasp is VERY mini.	1	Handmade_Products	False
It definitely plugged up the gap, but also left a super unattractive blobby hard mess in its wake.	0	Industrial_and_Scientific	False
Stylish at the wrist... and a little longer than some... also nice.	1	Amazon_Fashion	False
Mine had two burrs at the corners at the ends of the flat file.	1	Tools_and_Home_Improvement	False
It's not perfect either, but a better buy and more satisfying experience.<br />I always update my reviews if new info would be useful -however, not being able to return this was an expensive donation item - so unlikely there will be much more to report.	0	Toys_and_Games	False
Break out the magnifying glasses so you can read the overly worded articles.	0	Magazine_Subscriptions	False
Huge fan of B Vertigo and this dressage pad doesn't disappoint!	1	Sports_and_Outdoors	False
Love how thick and cushy they are.	1	Patio_Lawn_and_Garden	False
Choose your PIN, register it, and have another debit card.	1	Gift_Cards	False
She's never been able to join in on the fun since.	1	Pet_Supplies	False
That was how I noticed the issue.	0	Arts_Crafts_and_Sewing	False
Okay, so if you hate licorice, you probably won't even be reading this review or looking at the product.	1	Unknown	False
Probably won't last more than a year, but for the price I am fine with that.	1	Automotive	False
The selections are never boring and have a lot of variety in them to keep you interested and listening.	1	CDs_and_Vinyl	False
On her 18th birthday She meets her soul mate, falls in love, moves in with him, masters these new powers she never knew about and finds out she has a long lost sister... all in two days??	0	Kindle_Store	False
I've even washed it a couple times in the washing machine and it's holding up really well.	1	Sports_and_Outdoors	False
Classy blouse at a low price!	1	Clothing_Shoes_and_Jewelry	False
Inches are prominent but I need glasses and a flashlight to read the footage.	0	Tools_and_Home_Improvement	False
They still look cute, but it's not exactly what I wanted.	1	Appliances	False
I played it once, and that was plenty!<br /><br />I don't know who wrote all of these 5 star reviews, maybe he has lots of friends here.<br /><br />The artwork inside the front insert is more interesting than any of the music on the CD.	0	CDs_and_Vinyl	False
They come in brown paper wrapped boxes that are actually gift ready.	1	Handmade_Products	False
These changes come along without warning, so it makes for some confusion.<br />For me, most of the story fell flat.	0	Kindle_Store	False
cheap  price  but  i  am  airing  this  out==  very  plastic  smell,  which i  hope  will  go  away -- not  happy  with the  smell	0	Office_Products	False
The good cop/bad cop comments took away from enjoying the beautiful properties.	0	Movies_and_TV	False
When I first opened the gold glitter the covering for the product appeared old, yet I proceeded (see pic).	0	Beauty_and_Personal_Care	False
You won't go wrong buying this product.	1	Software	False
"""<br />4) Click on Learning Objectives.<br />5) On the left side, you will see the following options: ""Client Need, Topics Areas, Integrated Process."	1	Books	False
Picture will go completely black until action subsides then it will show static picture again.<br />Very poor quality.	0	Electronics	False
The only reason I bought is at such a high price and had it shipped from so far was because of the size.	0	Handmade_Products	False
Fortunately, Amazon refunded me the cost of it even though it was a week past its return-by date.	0	Home_and_Kitchen	False
Please let me know if there is any other info that would be helpful to you.	0	Cell_Phones_and_Accessories	False
THIS WAS A WASTE OF TIME AND MONEY.	0	Office_Products	False
Too small and opening is wide in the front	0	Clothing_Shoes_and_Jewelry	False
"I've added a nice crate cover & pet bed it's definitely a very nice ""bedroom"" for him."	1	Pet_Supplies	False
This was in the condition expected, but we were unaware you can't download anything because you cannot update to iOS 7.	0	Unknown	False
I'll think more about how much I want to invest in a guitar and go with some more professional opinions in the future.<br /><br />IMPORTANT to note: the return process with Amazon was insanely easy.	0	Musical_Instruments	False
Only wish I had found it sooner!	1	Arts_Crafts_and_Sewing	False
There are 30 beautiful designed and illustrated pages in the continuing story of My Travel Friends.	1	Books	False
First it shorted one of my controllers, and then the charge port for the battery corroded and is completely useless now.	0	Video_Games	False
This was a gift that was well received and made the recipient very happy!	1	Magazine_Subscriptions	False
the material is slightly stretchy, making it more comfortable.	1	Amazon_Fashion	False
The photos show the model with the jacket open and it's just not possible with those ties.	0	Amazon_Fashion	False
Will update with photo without lid.	0	Subscription_Boxes	False
And yes, I do other stupid stuff on a regular basis, but I had my epi-pens & inhaler on deck & decided to try the skin test before I took a big inhale of it.	1	Health_and_Household	False
You're not going to learn anything from this you couldn't from a free standard chord chart that shows where to put your fingers for different chords.	0	Musical_Instruments	False
The smell is great but I'm more of a fresh linen person.	1	Health_and_Household	False
The problem is that even after having it for a couple of months, reading and rereading the instruction book, I still can't program it to wake me, either by radio (which I prefer) or the buzzer.	0	Electronics	False
Gave to son-in-law in his xmas stocking... he obviously is a musician.	1	Musical_Instruments	False
They could fix the problem by adding a rubber gasket or flange to the lid imo & I even thought of doing so myself until I accidentally knocked the cup over due to a design flaw that has a small base on the cup.	0	Home_and_Kitchen	False
I actually was quite surprised how well this worked from start to finish.	1	All_Beauty	False
I have no idea what body type cat this would work for.	0	Pet_Supplies	False
After using them exclusively for a week straight, I can report that baby's skin was soft and smooth and blotch free (something she has had problems with since birth).	1	Baby_Products	False
Covid rapid test, set of 5.	1	Industrial_and_Scientific	False
And I'm always in-between everything: size, shape, etc.	1	Unknown	False
This is beautiful ribbon and a good size spool.	0	Arts_Crafts_and_Sewing	False
I had to fiddle with the mask constantly.	0	Tools_and_Home_Improvement	False
My grandma taught me that about 50 years ago - long before Ben or Jerry thought about writing a worthless ice cream recipe book.	0	Books	False
Think I just received a dud this time with the blue.	1	Office_Products	False
: (  Such a waste as the real estate was beautiful and interesting.	0	Movies_and_TV	False
I tried uninstalling and reinstalling it.	0	Software	False
DO NOT take if you're a caffeine addict.	1	Health_and_Household	False
My dog loves them, though, and likes to tear them up.	0	Subscription_Boxes	False
I love this trainer but it's so loud!	1	Sports_and_Outdoors	False
Handle fits well in one's hand, length is perfect.	1	Health_and_Household	False
It's basically all that it seems to be.	0	Baby_Products	False
I had to rock my phone several times to get it start charging (it wasn't easy to see if it is connected properly).	0	Electronics	False
A few less ads would be cool, but this is still a very good publication for learning more about New Mexico and for planning your next visit.	1	Magazine_Subscriptions	False
Hope they stand behind the product, we will see?	0	Cell_Phones_and_Accessories	False
These do not expand to fit over these bulging ends, so these are useless for repair.	0	Appliances	False
Just enough room in the toe box with socks on.	1	Clothing_Shoes_and_Jewelry	False
This keyboard is perfect for beginners or hobbyist players.	1	Musical_Instruments	False
Perhaps alternative theories could have been developed  that could be proven with conventional models and experimental testing that wouldn't cost billions of dollars which only a handful of select theoretical physicists could perform.	0	Kindle_Store	False
Supposed to be a present, would have been nice but print got bent, box banged up a bit	0	Handmade_Products	False
Good selection of samples tucked in every month.	1	Magazine_Subscriptions	False
The name on top of the book was HUGE so it looked silly but the letter style very pretty.	0	Handmade_Products	False
Either that's something that's difficult to replicate, or they designed this product for longer life, but it feels a little tougher and slightly less responsive than a real one.	1	Video_Games	False
Read her first book about Fourline.	1	Kindle_Store	False
As an fyi, I usually like Dermablend products, this one is not up to their usual standards.	0	Beauty_and_Personal_Care	False
The phone case itself is removable from the base of the wallet.	1	Cell_Phones_and_Accessories	False
Junk; I’ll be returning all 3 sets that I bought.	0	Tools_and_Home_Improvement	False
Got this based solely on the positive reviews listed- i think that those reviews were heavily salted with good statements .	0	Pet_Supplies	False
It makes it worse that this original order was never delivered to my address as the amazon delivery drivers keep delivering my stuff even after 3 years of living in the same place & literally having 6” numerals of my address right next to my front door to the wrong address.	0	Arts_Crafts_and_Sewing	False
This stand acts as both a podium and tripod for gadgets.	0	Musical_Instruments	False
But it looks cute  and the colors are nice!<br />I have not given my Hubby a chance to blow this up yet.<br />If he can figure this out with success, I'll be back with a new review.	0	Baby_Products	False
One of the little metal folding pole that hold it up, snapped in the middle of the plastic,  so while the string holds it to all be one, its slumped over.<br />Overall was super easy to put up.	0	Sports_and_Outdoors	False
Cheaply  made it looks like so hopefully it holds up until my wedding day.<br />Very disappointing not receiving exactly what was ordered.	0	Handmade_Products	False
It was so much fun watching her be creative.	1	Video_Games	False
Now I have purchased more adhesive to see if I can make this work (may have to somehow make the post hole a little larger).	0	Handmade_Products	False
This was my grandson’s birthday present.	0	Sports_and_Outdoors	False
Set on the longest position it hangs to the middle of my bust.	1	Amazon_Fashion	False
Was so excited to get this but the product had been used so I’m returning it.	0	Automotive	False
So this set was a big hit with her	1	Toys_and_Games	False
They are perfect all around and the price is great!	1	All_Beauty	False
It covered the scratches and smoothed out the deeper ones.	1	Industrial_and_Scientific	False
I was really pleased with them and very glad I chose these over the many other options.	1	Office_Products	False
When a spill occurs, you simply put the burner in the sink to soak.	1	Appliances	False
I then decided to dissolve this in the bottom of my shower as if it were a bath bomb.	0	Health_and_Personal_Care	False
We returned it and bought a Moen.	0	Tools_and_Home_Improvement	False
I was surprised about the details I had forgotten.	1	Kindle_Store	False
I was surprised when I recieved this!<br />Shirt runs big in some places, but not in others.<br />I bought the large, I wanted it to be big for the winter to lay around the house in for cold winter weather in California.<br /> The size is strange.	0	Amazon_Fashion	False
The fact that they are Merino wool means they are thinner and more lightweight than traditional wool, but their warming factor is not diminished.	1	Amazon_Fashion	False
We were looking for some all purpose guitar picks for gift.	1	Musical_Instruments	False
Highly recommend it to any fan of his.	1	Digital_Music	False
As well as being soft they are delicious!!	1	Grocery_and_Gourmet_Food	False
Although out of date and overpriced on Amazon, really enjoyed Travolta's singing and many of the lyrics were interesting and useful.	1	Digital_Music	False
She had crusty layers of dry dead skin and within 4 days of using the product 2 to 3 times a day, her nose is like when she was a puppy, soft, smooth and moist.	1	Beauty_and_Personal_Care	False
:)  Has a great hard case and a cleaning cloth.	1	Musical_Instruments	False
He really likes this kit and thought it was a value.	1	Industrial_and_Scientific	False
Too thin, hard to get into piercing hole, seems to be other material than silver, can’t be put back into shape.	0	Handmade_Products	False
I thought it would be long ,baggy for leggings, but for me its to big.	0	Amazon_Fashion	False
Love all the Uncle John's Bathroom Readers but I especially like this one.	1	Books	False
I could probably get 2 in there side by side honestly, but so far I prefer them with 1 bag per cubbie.	1	Arts_Crafts_and_Sewing	False
Thinking it was a factory defect, I contacted Masterbuilt and requested a pick up and a new working, gap free smoker.	0	Patio_Lawn_and_Garden	False
The seat part is comfortable (according to hubby).	1	Automotive	False
I have yet to drive in winter rain but in the sun this thing is bliss.	1	Sports_and_Outdoors	False
It does spill even if you're super careful so there's a lot of waste.	0	Home_and_Kitchen	False
They are also my first set of watercolors, but I am thoroughly enjoying them.	1	Arts_Crafts_and_Sewing	False
One-and-one-half peace symbols, and I'm being generous.	0	CDs_and_Vinyl	False
The board was  warped to a point only two wheels touched the ground when I wasn't standing on it if it was a cheep board no big deal but for what I paid I expect a little more.	0	Sports_and_Outdoors	False
I have needed one of these for a long time.	1	Patio_Lawn_and_Garden	False
I hear that Moen works a lot better.	0	Unknown	False
I purchased this suit, but decided to return it.	0	Unknown	False
), and plenty of intrigue to keep both Holmes and Watson busy, the game most certainly is afoot.<br /><br />Crimes and Punishments is not a linear story; rather, it is made up of six separate games loosely connected by the appearance of the Merry Men, a gang of terrorists.	1	Video_Games	False
The matching wash cloths are great and work well for a little scrub down.	1	Baby_Products	False
Not as good as I remember... Lil Debbie are much better	0	Grocery_and_Gourmet_Food	False
When the band broke thought I fixed but only counting it did was calories NO STEPS,HEART RATE,OR SLEEP MONITORING!	0	Unknown	False
Just wipe the floors and throw the pad in the washing machine and you are done.	1	Industrial_and_Scientific	False
Fingers and timer in wrong position.	0	Appliances	False
I have the K475 which isn’t stated in the description, however I thought it may work regardless.	1	Appliances	False
This lip butter is pretty much a lip gloss.	1	All_Beauty	False
I don't blame the folks who refurbished it because it probably worked for them when testing it out.	0	Cell_Phones_and_Accessories	False
She will have years of an amazing tool, and you can depend on the quality of the Dyson name for a well made product!	1	Industrial_and_Scientific	False
This one works as good as any.	1	Video_Games	False
Lots of cards to chose from... thank you... birthday... wedding..baby..  and many that work for many occasions...	1	Gift_Cards	False
At first, when I saw nothing happen as I was applying it, I assumed the product was old/dried up.	0	Beauty_and_Personal_Care	False
I certainly missed the old chalkboard days, but I would give it a second thought if I had to pick white dry-erase board vs. chalkboard again.	0	Office_Products	False
It's definitely the one that has finally ended my blind faith in this once great artist, as I'll never again buy one of his new releases without benefit of hearing it first.	0	CDs_and_Vinyl	False
The best tasting Nutritional Yeast on the planet.<br />I wish it would come in larger bags.	1	Grocery_and_Gourmet_Food	False
Has an odor, but not overwhelming if you cover with disposable hair cap.	1	All_Beauty	False
I think the toy was really neat.	0	Subscription_Boxes	False
Was cute and the money was loaded when it arrived	1	Gift_Cards	False
The mystery is on the cover it's credited as Piano Solos With Instrumental Accompaniment.	1	Digital_Music	False
This isn’t safe for your pet.	0	Pet_Supplies	False
I just cannot get into it.	0	Movies_and_TV	False
NOT A GOOD VALUE FOR THE MONEY, WAY TO MUCH MONEY, DON'T GET MUCH CANDY FOR The price DON'T RECCOMEND	0	Grocery_and_Gourmet_Food	False
Most of the album is uptempo, and while harmony is still Evans' focus, melody and rhythm are given equal attention.	1	Digital_Music	False
I  carefully used heat gun to soften glue.	0	Tools_and_Home_Improvement	False
excellent book .. but start with book 1 ... im up to book 4  .. the series is just wonderful if you enjoy christian novels	1	Kindle_Store	False
I took it to my staircase and proceeded to try it out.	0	Home_and_Kitchen	False
Appears to work just as it suppose to... when car is in storage it keeps the battery charged and conditioned.	0	Automotive	False
These filters are way too thin (just one ply) and the design is odd.	0	Health_and_Personal_Care	False
I might pay $5 for this, but for what they are asking.... No way.<br />The velcro is a cheap solution and doesn't hold it tight.	0	Video_Games	False
Was printed on a flimsy card stock.	0	Handmade_Products	False
This chew bone didn’t last an evening.	0	Pet_Supplies	False
Like CRY, you'll spend the entire game at night, which means lots of dark lighting (and ambiance).	1	Video_Games	False
trolled with this for over 2 hours, not even a bite!	0	Sports_and_Outdoors	False
My sassy girl loved the snacks and toys!	1	Subscription_Boxes	False
I wanted the purple & yellow pens & as you can see they are not in my order.	1	Office_Products	False
It doesn't have may songs I know	0	Digital_Music	False
Loved the history but was bothered by some the P C commentary.	1	Kindle_Store	False
Similarly, Kapu Cave offered pretty scenery but little to explore or interact with.<br /><br />Overall, the game felt...empty.	0	Video_Games	False
Easy to use and the 'lid' on the top is actually a game changer.	1	Appliances	False
The supervisors are no help at all.	0	Electronics	False
If this had an intoxicating fragrance I liked and was more reasonably priced, I would have loved it.	0	All_Beauty	False
He does use a blender for the job.	1	Health_and_Personal_Care	False
Up front, a good copy of this album in vinyl has excellent sound quality, but I want to disclose that to my ears the arrangements are a little too heavy and a little too busy.	1	Digital_Music	False
Something this small could be hard to find, but bright yellow will stand out.	1	Musical_Instruments	False
Wish I could return but window to return passed.	0	Amazon_Fashion	False
The rest were photos I would like to see if I were considering a purchase.	0	Health_and_Personal_Care	False
So, instead of just applying the serums to my face, I started using this roller along with the serums.	1	All_Beauty	False
heart 5 way bypass surgery , among others.	1	Health_and_Household	False
Did not stay on the phone.	0	Cell_Phones_and_Accessories	False
The left click button doesn't work on this rendering it useless.	0	Video_Games	False
Really nothing I don't have to charge in a couple of days last that law such energy such power I should this a long time ago	1	Cell_Phones_and_Accessories	False
I am thinking about sewing a stitch or two to get them to stay - but don't really want to.	0	Amazon_Fashion	False
The band is nice looking and well made.	1	Cell_Phones_and_Accessories	False
I am please with first round on my black, dyed hair.	1	All_Beauty	False
Material is much thinner than it appears in photo and would probably only keep you warm if you sat in a sauna.	0	Clothing_Shoes_and_Jewelry	False
LOVE these for my longer runs!	1	Health_and_Household	False
I also hate that most s/m robe belts hit me under my breasts instead of at my natural waist and the pockets are located under each breast instead of along my hips.	1	Clothing_Shoes_and_Jewelry	False
My sister love it butter then any I have give her.	1	Cell_Phones_and_Accessories	False
Beware..This shows in my size and color , Free Returns.	0	Amazon_Fashion	False
"Other than a slight design flaw that really warranted an exchange (the bottom mail ""shelf"" is welded to the frame at a little bit of an angle, causing the key hooks to also have a slight angle as well), this rack works great."	1	Office_Products	False
Had to trim the a bit to fit my cage screen	1	Pet_Supplies	False
has been going strong sveral years.	1	Home_and_Kitchen	False
This fleece material is one of the cheapest that can be purchased.	0	Sports_and_Outdoors	False
So, I rated this two stars thinking that maybe someone who doesn't exercise and is simply listening to music might have a use for this, but I am returning to my Apple.	0	Electronics	False
I've wanted one of these for a while...soon glad I bought one	1	Cell_Phones_and_Accessories	False
And if your thinking you want a touch faucet, why not just go completely touchless.	0	Unknown	False
I give this a solid 4-stars because it contains lots of good ingredients and tastes reasonably good.	1	Health_and_Personal_Care	False
I receive/accept NO free products or discounts that are not available to all shoppers.	1	Industrial_and_Scientific	False
I read through other reviews here to see what others were saying, and found out a lot of other people were having the same problems I am.	0	Software	False
I recently read that GOL spray vitamins used to come in glass bottles rather than plastic.	0	Health_and_Household	False
It works, and not it pumps up the volume of your hair, but it also adds a great deal of stickiness.	0	All_Beauty	False
I have no plans to use it again.	0	Gift_Cards	False
The selections were for the most part uninspiring.	0	Digital_Music	False
If they had curved the scroll back into itself instead of outwards it probably would have been okay, but as it is it both snags all of your fabrics & threads, but also tears your skin if you aren’t extremely careful.	1	Tools_and_Home_Improvement	False
Nancy has the chance to interrogate several members of the Thornton family, although I would have liked to see more actual snooping (there's definitely much less snooping than in earlier games...and where do these people sleep / eat since no one apparently has a room at the house?	1	Video_Games	False
Grandchildren love it and its the first thing they look for when coming to visit.	1	Toys_and_Games	False
The &#34;customer service&#34; from the company was irrelevant, and Amazon didn't respond at all.	0	Magazine_Subscriptions	False
Dog does not sit as high as they do in the Snoozer car seats (that I have had for years) but I like it.	1	Pet_Supplies	False
If you are above a carpeted area, may want to purchase a separate door guide that mounts to wall and not floor.	1	Tools_and_Home_Improvement	False
i found t his group by accident and im glad i did ... love their music ........ very different - melodic - great lyrics  - check them out - i ordered this and their Civil Twilight CD  both are awesome !	1	CDs_and_Vinyl	False
The rim of the cup is very sharp,  could cut your lip if you’re not careful.	1	Toys_and_Games	False
If you can find this two-disc set at a reasonable price, and you were ever a big Band fan, don't hesitate.	1	Digital_Music	False
cards didnt have money on them	0	Gift_Cards	False
I was really surprised by how well this covers.	1	Beauty_and_Personal_Care	False
In some clips, there are camera shutters and background noise interfering with an otherwise very boring interview.	0	CDs_and_Vinyl	False
That is perfect for me as I travel a LOT I stay exclusively at Marriotts for the points.	1	Software	False
I have to go to the app on my phone and tell it to take my blood pressure.	0	Sports_and_Outdoors	False
Just buy a soldering iron and do it right	0	Industrial_and_Scientific	False
So far very happy with it, and love gaining the space where the big clunky old heater used to be.	1	Tools_and_Home_Improvement	False
This is a good way to use a face oil.	1	All_Beauty	False
I am disappointed and never will buy gift cards from amazon again.	0	Gift_Cards	False
I have several of these prints.	1	Handmade_Products	False
The smell, taste and viscosity of this oil was very nice.	1	Grocery_and_Gourmet_Food	False
SMASHED, DISCOLORED, HARD PRODUCT DO NOT RECOMMEND,  WASTE OF MONEY	0	Grocery_and_Gourmet_Food	False
The games are very easy but it does offer a hint before you 'hang'.	1	Software	False
We grill all year in MN & in the winter, it's often dark when it's time to grill dinner.	1	Patio_Lawn_and_Garden	False
The selfie stick is easy to use and easy to hold.	1	Health_and_Personal_Care	False
Justir is presented in a way that I feel allowed me to really understand him.	1	Books	False
Which characters and which interest form???	0	Software	False
This is a two-disc set that contains bonus tracks.	1	Digital_Music	False
The only other thing I miss & need is a cup holder as I am on medications & need to stay hydrated & do lots of arts & crafts where I need to have water handy.	1	Office_Products	False
Instructs you to wait a few days before all the air bubbles dry.	0	Cell_Phones_and_Accessories	False
It took me a while to figure out that the striped “1,2,3” flap on the front cover was an awning.<br /><br />I question the educational value of an activity book with such hard-to-recognize elements (the awning, the vegetable drawings).	0	Baby_Products	False
I would donate this, but in all honesty, its just too poorly made even for that.	0	Amazon_Fashion	False
The conditioner replenishes whatever the shampoo removes and did I say I love the scent??	1	Beauty_and_Personal_Care	False
I use an Optoma projector and a Sony Hi-Fi for movie audio.	0	Video_Games	False
It didn't match up and work-wrong part possibly , waiting for return instructions.	0	Industrial_and_Scientific	False
not happy at all  idk if it said  long drying time in the description but if so i missed it and it is just making a total mess out of what i needed it for  (thank you cards)	0	Arts_Crafts_and_Sewing	False
There is nothing to distract and the articles are not very long, making this the perfect reading option for those with shorter attention spans.<br /><br />When a magazine is free from advertisements, it is often high in price and Garden Gate Magazine is no exception.	1	Magazine_Subscriptions	False
Jelly and the pug always has great quality and this set delivers as expected on quality.	1	Clothing_Shoes_and_Jewelry	False
buy some seeds to go with it	1	Patio_Lawn_and_Garden	False
I fill it with Act Restoring mouthwash and use it after brushing.	1	All_Beauty	False
Need to be able to play without worrying about online control.	0	Video_Games	False
Moisturizes your hair without being greasy.	1	Unknown	False
The color and design are Amazing!!	0	Unknown	False
Amazon Gift Card is always a great gift!	1	Gift_Cards	False
It has a great hood which helps block the Florida sun and it maneuvers perfectly.	1	Baby_Products	False
Mine did come with a hairline crack/crazing toward the bottom but since I wasn't sure if I would return to get another with the same issue I just kept it.	1	Home_and_Kitchen	False
A simple and helpful way to add to my Amazon account balance.	1	Gift_Cards	False
Before I knew they existed I used little socks to fit inside my dress shoes for work but they would constantly slip off or get a tear in them.	1	Health_and_Household	False
Didn't work had to send it back.	0	Unknown	False
Because of the stepdown to the porch in my old house, I needed a thick rug.	1	Patio_Lawn_and_Garden	False
At one point in the book, the giraffe says, 'I am useless' after being called a fool, clumsy and weird.<br />My grandson doesn't need a book that makes bullying appear acceptable.	0	Books	False
They tell you to see their web page if you have any problems but from the time i received the ukulele the URL they included in the packaging was a domain parked at GoDaddy.com.	0	Musical_Instruments	False
We've all seen it, college friends, reunite for an event.	0	Movies_and_TV	False
.had mower back in service in no time .	1	Patio_Lawn_and_Garden	False
